eval/mean_return,eval/std_return,step,train/approx_kl,train/awfm_max_weight,train/awfm_mean_weight,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,264192,0.0,0.4419178258161992,0.03124999980791472,0.0,0.0,129,0.00022131147540983603,1000.0,-435.9369882315158,2,1.171668702789396e-10,14.935552510619164,299.27719497680664
nan,nan,266240,0.0,0.3640038324519992,0.031249999976716937,0.0,0.0,130,0.00022069672131147538,1000.0,-412.0607039844629,2,1.0915636887702539e-08,14.408650383353233,300.77066016197205
nan,nan,268288,0.0,0.27351975700585174,0.031249999720603227,0.0,0.0,131,0.00022008196721311473,1000.0,-523.1215106491663,2,2.1936527221643746e-09,26.503774443268775,302.22677302360535
nan,nan,270336,0.0,0.4222102215513587,0.031249999674037097,0.0,0.0,132,0.00021946721311475408,1000.0,-448.1610690187151,2,1.1819039649018868e-07,13.933098594844342,303.70552134513855
-369.90239065304985,101.17641577635533,270336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.1317193508148
nan,nan,272384,0.0,0.28421790964202953,0.031250000017462295,0.0,0.0,133,0.00021885245901639343,1000.0,-392.21652516773975,2,6.765502745892396e-09,19.874550227820873,308.72606110572815
nan,nan,274432,0.0,0.3238059123279527,0.031249999604187905,0.0,0.0,134,0.00021823770491803278,1000.0,-488.66453508568316,2,1.5797638249936583e-11,15.482625967264175,310.3224472999573
nan,nan,276480,0.0,0.24700376749970018,0.031249999644933267,0.0,0.0,135,0.0002176229508196721,1000.0,-493.7396366329153,2,4.435461912577314e-13,31.346607834100723,311.98281025886536
nan,nan,278528,0.0,0.3226627610623837,0.031249999778810888,0.0,0.0,136,0.00021700819672131145,1000.0,-378.9181616477239,2,4.722448521709871e-13,26.29788221716881,313.4602961540222
nan,nan,280576,0.0,0.25767641454003753,0.031249999802093954,0.0,0.0,137,0.0002163934426229508,1000.0,-403.54775895780745,2,4.4165705350606356e-13,33.00856504440308,314.96169924736023
-284.71148785444467,54.2449896126589,280576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,318.4180920124054
nan,nan,282624,0.0,0.2895086573902518,0.031249999813735486,0.0,0.0,138,0.00021577868852459012,1000.0,-496.4292016189968,2,4.728203569332411e-13,27.738754388689994,320.056489944458
nan,nan,284672,0.0,0.22184350676834583,0.031249999755527825,0.0,0.0,139,0.00021516393442622947,1000.0,-572.8940465811257,2,4.5095897426112253e-13,34.80176278352737,321.6228470802307
nan,nan,286720,0.0,0.18747432962991298,0.03124999997089617,0.0,0.0,140,0.00021454918032786884,1000.0,-452.2102867095808,2,4.3227036474296197e-13,30.383115056157113,323.13872718811035
nan,nan,288768,0.0,0.36438427774701265,0.03124999990686774,0.0,0.0,141,0.0002139344262295082,1000.0,-417.70526885944207,2,6.829229380153599e-09,14.254291024804115,324.66545009613037
nan,nan,290816,0.0,0.3557136652991176,0.031249999767169356,0.0,0.0,142,0.00021331967213114754,1000.0,-537.2212072137304,2,1.1281345724917677e-09,20.994989590346812,326.31357526779175
-274.64881057613195,56.975792172332085,290816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,329.78998708724976
nan,nan,292864,0.0,0.210659109079279,0.031249999703140928,0.0,0.0,143,0.0002127049180327869,1000.0,-393.09713687670865,2,6.4235079122378516e-12,30.477064833045006,331.38542103767395
nan,nan,294912,0.0,0.20877965443069116,0.03124999989522621,0.0,0.0,144,0.0002120901639344262,1000.0,-406.4997204252955,2,5.148204507250881e-13,32.62018835246563,332.9754731655121
nan,nan,296960,0.0,0.3325255415402353,0.031249999610008673,0.0,0.0,145,0.00021147540983606556,1000.0,-398.2059866541198,2,1.8182908782594422e-12,18.09459829032421,334.5146450996399
nan,nan,299008,0.0,0.33000619628001004,0.031250000046566126,0.0,0.0,146,0.00021086065573770488,1000.0,-403.2042812390403,3,9.192444611714131e-08,25.198942044377326,336.0041310787201
nan,nan,301056,0.0,0.25875382603844627,0.03124999980791472,0.0,0.0,147,0.00021024590163934423,1000.0,-481.9960595363102,2,2.564487032174045e-08,26.28736187517643,337.48105025291443
-276.8432995734744,88.70930373884154,301056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.8719103336334
nan,nan,303104,0.0,0.3192931366153061,0.03125000000582077,0.0,0.0,148,0.00020963114754098358,1000.0,-400.9133966048232,2,4.3946295536531446e-12,18.94980050623417,342.4046142101288
nan,nan,305152,0.0,0.4027347269817255,0.031249999708961695,0.0,0.0,149,0.00020901639344262293,1000.0,-396.4447274303318,2,3.052440630604827e-08,14.090753001719714,344.0046169757843
nan,nan,307200,0.0,0.36754668002249674,0.031249999883584678,0.0,0.0,150,0.00020840163934426228,1000.0,-443.808731745684,2,3.746444484911826e-08,11.520586553215981,345.59715819358826
nan,nan,309248,0.0,0.3514614660758525,0.031249999720603227,0.0,0.0,151,0.00020778688524590163,1000.0,-460.98713662339355,2,1.941434267549005e-10,20.047278907895087,347.1044600009918
nan,nan,311296,0.0,0.367740877030883,0.031249999650754035,0.0,0.0,152,0.00020717213114754098,1000.0,-451.010152636426,2,3.512076034014537e-11,16.88138020336628,348.62686109542847
-292.46810204668856,44.90212688970313,311296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,352.00306510925293
nan,nan,313344,0.0,0.23160703809699043,0.031249999778810888,0.0,0.0,153,0.0002065573770491803,1000.0,-603.7056598031443,2,4.170158107431155e-11,21.989418083429335,353.70493602752686
nan,nan,315392,0.0,0.33124930078629405,0.031249999901046977,0.0,0.0,154,0.00020594262295081965,1000.0,-413.0708567259395,2,7.114426607480095e-13,21.712120178341866,355.2693271636963
nan,nan,317440,0.0,0.29501952696591616,0.03124999990686774,0.0,0.0,155,0.00020532786885245897,1000.0,-385.5497565243184,2,7.040376337712066e-13,23.322629380226136,356.9271631240845
nan,nan,319488,0.0,0.40065117662306876,0.031249999557621776,0.0,0.0,156,0.00020471311475409832,1000.0,-407.97896607760345,2,6.854833016866802e-11,16.68986459970474,358.5427441596985
nan,nan,321536,0.0,0.3227872354327701,0.03125000002910383,0.0,0.0,157,0.0002040983606557377,1000.0,-471.97961538331566,2,5.8929671109947686e-08,18.122921603918076,360.0123829841614
-268.62160554418745,44.42905259016255,321536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,363.44921803474426
nan,nan,323584,0.0,0.31487895315513015,0.031249999976716937,0.0,0.0,158,0.00020348360655737704,1000.0,-490.18236304228685,2,6.528493339263314e-09,24.072969308495523,364.9748601913452
nan,nan,325632,0.0,0.44292003703303634,0.031249999767169356,0.0,0.0,159,0.0002028688524590164,1000.0,-480.05797521712395,2,3.016332022340019e-07,15.252615778148174,366.496520280838
nan,nan,327680,0.0,0.30731266613584013,0.031249999615829437,0.0,0.0,160,0.00020225409836065574,1000.0,-436.34535081904716,2,7.415916439585272e-08,20.231139668822287,368.03724813461304
nan,nan,329728,0.0,0.352380559919402,0.031249999668216333,0.0,0.0,161,0.0002016393442622951,1000.0,-416.60547375001124,2,1.6500406938143793e-11,24.295905402302743,369.5931179523468
nan,nan,331776,0.0,0.446057054575067,0.031249999650754035,0.0,0.0,162,0.0002010245901639344,1000.0,-449.4274264129201,2,1.966978451415114e-07,15.36583898961544,371.113810300827
-345.38798316689827,91.30463213997767,331776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,374.55206203460693
nan,nan,333824,0.0,0.285004327876959,0.031249999901046977,0.0,0.0,163,0.00020040983606557376,1000.0,-494.71036516033223,2,1.0499075003773993e-08,23.585000976920128,376.0586302280426
nan,nan,335872,0.0,0.36287884924095126,0.031249999883584678,0.0,0.0,164,0.00019979508196721308,1000.0,-433.0318148199699,2,8.464720358532881e-13,18.265856808423997,377.63504004478455
nan,nan,337920,0.0,0.43191788321128116,0.031249999738065526,0.0,0.0,165,0.00019918032786885243,1000.0,-460.6792770345938,2,7.987579692925163e-11,14.681861433386803,379.23733711242676
nan,nan,339968,0.0,0.36331688850186766,0.031249999749707057,0.0,0.0,166,0.00019856557377049178,1000.0,-496.4482034094407,2,1.0853229576772509e-10,17.68791107684374,380.8117871284485
nan,nan,342016,0.0,0.35331523208878934,0.031249999749707057,0.0,0.0,167,0.00019795081967213113,1000.0,-479.6280104662342,3,6.471918717123345e-12,23.166965088248254,382.43474411964417
-276.08266582425915,96.52778958845654,342016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,385.92370200157166
nan,nan,344064,0.0,0.34852556127589196,0.03124999976134859,0.0,0.0,168,0.00019733606557377048,1000.0,-377.47745441889646,2,5.047298326900721e-13,19.71050526946783,387.5555272102356
nan,nan,346112,0.0,0.4098856581607834,0.031249999796273187,0.0,0.0,169,0.00019672131147540983,1000.0,-454.0458339351946,2,8.704587134249886e-13,15.905884216725827,389.15295910835266
nan,nan,348160,0.0,0.2957378080347553,0.03124999990686774,0.0,0.0,170,0.00019610655737704915,1000.0,-561.940062867265,2,5.293185201672539e-13,24.368324968218804,390.7132890224457
nan,nan,350208,0.0,0.26824343437328935,0.031249999860301615,0.0,0.0,171,0.0001954918032786885,1000.0,-474.7460715563452,2,5.12940889273812e-13,29.166271579265594,392.3222301006317
-315.70096163266214,86.06742162364453,350208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,395.7222692966461
nan,nan,352256,0.0,0.41692323558963834,0.031249999633291736,0.0,0.0,172,0.00019487704918032787,1000.0,-388.47856537384104,2,5.569780730233275e-07,15.3362418577075,397.2296121120453
nan,nan,354304,0.0,0.339818480447866,0.031249999772990124,0.0,0.0,173,0.00019426229508196717,1000.0,-447.40616045365675,2,8.249346122239311e-09,19.387176568806172,398.76301622390747
nan,nan,356352,0.0,0.41161965066567063,0.03124999987776391,0.0,0.0,174,0.00019364754098360654,1000.0,-456.4457940259632,2,3.4425191185333823e-12,15.416973486542702,400.28708720207214
nan,nan,358400,0.0,0.3765035417629406,0.031249999831197785,0.0,0.0,175,0.0001930327868852459,1000.0,-429.64768549375,2,2.7608682913735418e-12,17.537662909924983,401.83072900772095
nan,nan,360448,0.0,0.29098475757054987,0.031249999831197785,0.0,0.0,176,0.00019241803278688524,1000.0,-428.50357430727416,2,4.543089549238657e-13,19.95901552736759,403.3747091293335
-309.0835896467176,72.13901755207868,360448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,406.81355810165405
nan,nan,362496,0.0,0.4181042031268589,0.031249999738065526,0.0,0.0,177,0.0001918032786885246,1000.0,-449.8257512494683,2,6.892890036588827e-09,15.01783411949873,408.30800008773804
nan,nan,364544,0.0,0.3763802190776914,0.031249999860301615,0.0,0.0,178,0.00019118852459016394,1000.0,-409.498348136233,2,6.3547994897725895e-09,16.01570390164852,409.8030161857605
nan,nan,366592,0.0,0.43765128216473387,0.03125,0.0,0.0,179,0.00019057377049180326,1000.0,-456.5117295101581,2,9.958283245916836e-11,12.162830044329166,411.58958315849304
nan,nan,368640,0.0,0.3517273057252169,0.031249999831197785,0.0,0.0,180,0.0001899590163934426,1000.0,-438.9738499482106,2,5.848639750283947e-11,19.419923527538778,413.3528850078583
nan,nan,370688,0.0,0.4148931949282996,0.03124999992433004,0.0,0.0,181,0.00018934426229508193,1000.0,-483.26040379367555,2,9.697434233476052e-13,15.455010326206684,414.95347714424133
-300.35295553129197,88.63155215361348,370688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,418.40023612976074
nan,nan,372736,0.0,0.31641056181397287,0.03124999976134859,0.0,0.0,182,0.00018872950819672128,1000.0,-451.5438695451818,2,4.871126293023661e-13,25.287930426001548,419.90043807029724
nan,nan,374784,0.0,0.3856958501972258,0.03124999984866008,0.0,0.0,183,0.00018811475409836063,1000.0,-392.3324850841286,2,1.808882038023573e-07,14.93336571753025,421.89228105545044
nan,nan,376832,0.0,0.3446123422705568,0.03124999993597157,0.0,0.0,184,0.00018749999999999998,1000.0,-419.50528961050077,2,9.149008522335604e-09,20.542045210301875,423.55956625938416
nan,nan,378880,0.0,0.3018187235808,0.031249999755527825,0.0,0.0,185,0.00018688524590163933,1000.0,-472.3953974859827,2,2.3309775745551457e-12,17.355147680640222,425.0923411846161
nan,nan,380928,0.0,0.3787807810003869,0.031249999720603227,0.0,0.0,186,0.00018627049180327867,1000.0,-433.6455710476706,2,4.677866400698359e-13,19.16345880776644,426.64983201026917
-362.8569136836189,69.19781710462888,380928,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,430.1703140735626
nan,nan,382976,0.0,0.37804296540562066,0.031249999854480848,0.0,0.0,187,0.00018565573770491805,1000.0,-486.8098182002225,2,9.615294950257126e-13,18.257920268177987,431.76136803627014
nan,nan,385024,0.0,0.3467189977644011,0.031249999889405446,0.0,0.0,188,0.00018504098360655735,1000.0,-425.0496225090974,3,5.313688660764761e-13,25.44364905655384,433.3595242500305
nan,nan,387072,0.0,0.3450167315080762,0.031249999743886293,0.0,0.0,189,0.00018442622950819672,1000.0,-444.01021172840365,2,4.897278546231454e-13,21.98514588624239,434.9233441352844
nan,nan,389120,0.0,0.3150266228476539,0.03124999986612238,0.0,0.0,190,0.00018381147540983602,1000.0,-479.4233972335991,2,1.811701854007963e-11,19.1311964571476,436.4252841472626
nan,nan,391168,0.0,0.2529675329336897,0.031249999644933267,0.0,0.0,191,0.0001831967213114754,1000.0,-407.44729302495637,2,1.5641307108192713e-12,33.917076024413106,437.93924927711487
-326.6721697685254,76.27289568815686,391168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,441.37505316734314
nan,nan,393216,0.0,0.3660142673063092,0.031249999860301615,0.0,0.0,192,0.00018258196721311474,1000.0,-478.4621953696492,2,2.1891138303433876e-12,20.01113121956587,442.87579798698425
nan,nan,395264,0.0,0.22185947302496062,0.031249999767169356,0.0,0.0,193,0.0001819672131147541,1000.0,-516.5907101038691,2,5.191527290593117e-13,33.323865342140195,444.41210436820984
nan,nan,397312,0.0,0.4351230679312721,0.031249999778810888,0.0,0.0,194,0.00018135245901639344,1000.0,-441.528149142139,2,3.200987354433005e-09,15.101214303076267,446.0316791534424
nan,nan,399360,0.0,0.2600039993762039,0.031249999749707057,0.0,0.0,195,0.0001807377049180328,1000.0,-457.9445939647793,2,1.329754903838483e-09,28.764405778050424,447.7222652435303
nan,nan,401408,0.0,0.31528488162439317,0.031249999947613107,0.0,0.0,196,0.0001801229508196721,1000.0,-455.02195186135043,2,9.101878934622803e-13,19.71746634840965,449.44784903526306
-270.8325772097164,76.11566700438529,401408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,453.29334712028503
nan,nan,403456,0.0,0.2877225018804893,0.03124999984866008,0.0,0.0,197,0.00017950819672131146,1000.0,-428.43395088475137,2,5.838094381706423e-13,24.039338034391402,454.9864501953125
nan,nan,405504,0.0,0.25942915433552116,0.031249999703140928,0.0,0.0,198,0.0001788934426229508,1000.0,-466.1602931652719,2,4.946692166043993e-13,33.92838183045387,456.7768111228943
nan,nan,407552,0.0,0.4359367992496118,0.031249999772990124,0.0,0.0,199,0.00017827868852459013,1000.0,-422.0121315676716,2,5.042877302491193e-08,13.32674444913864,458.4695510864258
nan,nan,409600,0.0,0.3548917362233624,0.031249999679857865,0.0,0.0,200,0.00017766393442622948,1000.0,-504.6245829230015,2,2.3678405466464623e-07,19.67198574244976,460.25201320648193
nan,nan,411648,0.0,0.33105285114143046,0.03124999983701855,0.0,0.0,201,0.00017704918032786883,1000.0,-407.8392545593441,2,6.052476974329942e-10,22.211404275894164,462.2765839099884
-281.25044255095474,71.9732465633705,411648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,465.81963324546814
nan,nan,413696,0.0,0.2573277265066281,0.031249999708961695,0.0,0.0,202,0.00017643442622950818,1000.0,-575.2719813366333,2,4.821340511074537e-13,32.7248816549778,467.36880016326904
nan,nan,415744,0.0,0.4292883676127531,0.03124999984866008,0.0,0.0,203,0.00017581967213114755,1000.0,-425.43847187684935,2,4.747481560045381e-12,15.765928757190704,468.86934518814087
nan,nan,417792,0.0,0.30604733624495567,0.03124999995343387,0.0,0.0,204,0.0001752049180327869,1000.0,-387.52969918428994,2,1.0100931098641441e-12,23.782624226808547,470.37330508232117
nan,nan,419840,0.0,0.403005849244073,0.031249999767169356,0.0,0.0,205,0.0001745901639344262,1000.0,-504.08537593873376,2,1.374103343046093e-12,18.38619087189436,471.91347002983093
nan,nan,421888,0.0,0.38873687126906586,0.031249999674037097,0.0,0.0,206,0.00017397540983606557,1000.0,-483.7980784829803,2,1.1484782331582777e-10,13.291216058284045,473.47547912597656
-347.39718412560524,57.50683803607615,421888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,477.0464391708374
nan,nan,423936,0.0,0.24085834696888925,0.03124999980791472,0.0,0.0,207,0.00017336065573770487,1000.0,-410.06287248592247,2,1.2849024830687824e-10,36.32986567616463,479.28428530693054
nan,nan,425984,0.0,0.3349293395411223,0.03124999987776391,0.0,0.0,208,0.00017274590163934424,1000.0,-423.9499075623351,2,2.0168627894826832e-12,19.25990495532751,481.1943550109863
nan,nan,428032,0.0,0.2999562449636869,0.031249999959254638,0.0,0.0,209,0.0001721311475409836,1000.0,-423.52955197908705,3,1.8475278659309495e-11,32.94370915293693,482.91838812828064
nan,nan,430080,0.0,0.40125969049986454,0.03124999984866008,0.0,0.0,210,0.00017151639344262294,1000.0,-464.68130732913016,2,9.257336470968921e-09,12.048643216490746,484.68923711776733
-305.1705422950891,108.79086832392586,430080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,503.28723406791687
nan,nan,432128,0.0,0.40433166864095255,0.03125000017462298,0.0,0.0,211,0.0001709016393442623,1000.0,-447.67584580710286,2,6.132513146208853e-08,18.277856467664243,512.9923272132874
nan,nan,434176,0.0,0.32962134648114444,0.03125000002910383,0.0,0.0,212,0.00017028688524590164,1000.0,-364.4284780206622,2,5.007489131425963e-09,18.508904491364955,523.9876401424408
nan,nan,436224,0.0,0.399372718972154,0.031249999930150808,0.0,0.0,213,0.00016967213114754099,1000.0,-388.6561822487212,2,1.7605724520871538e-12,12.024432661384344,535.1355671882629
nan,nan,438272,0.0,0.31991066274931657,0.031249999691499396,0.0,0.0,214,0.0001690573770491803,1000.0,-379.44735390767727,2,6.017214591580095e-10,21.40970325618982,545.3024399280548
nan,nan,440320,0.0,0.3599688195856288,0.03124999990686774,0.0,0.0,215,0.00016844262295081966,1000.0,-445.35554550863947,2,6.383623748337563e-11,17.003795731067658,563.6689441204071
-302.26756158807314,53.44967327341358,440320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,591.2003200054169
nan,nan,442368,0.0,0.3329109156038612,0.031249999825377017,0.0,0.0,216,0.00016782786885245898,1000.0,-463.3805746933035,2,2.2373257866208785e-09,17.323584721982478,604.1289992332458
nan,nan,444416,0.0,0.3102828858536668,0.031249999860301615,0.0,0.0,217,0.00016721311475409833,1000.0,-415.116044445577,2,7.955385133855784e-11,22.043845683336258,612.4021320343018
nan,nan,446464,0.0,0.2796459849807434,0.03124999997089617,0.0,0.0,218,0.00016659836065573768,1000.0,-502.7092319680004,2,4.243719298766078e-12,23.2477703332901,620.0223062038422
nan,nan,448512,0.0,0.3470529364887625,0.031249999767169356,0.0,0.0,219,0.00016598360655737702,1000.0,-363.2316796922769,2,2.1440410675300583e-12,21.919506484270094,627.3925361633301
nan,nan,450560,0.0,0.36791882805991916,0.031249999813735486,0.0,0.0,220,0.0001653688524590164,1000.0,-432.2526546189213,2,2.390496425499811e-12,19.16837235093117,635.4025311470032
-315.64409277137173,77.34846660089407,450560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,650.8892312049866
nan,nan,452608,0.0,0.45493808144237846,0.03124999959836714,0.0,0.0,221,0.00016475409836065575,1000.0,-450.94270557667585,2,5.058566723846411e-08,13.523093974590301,659.740522146225
nan,nan,454656,0.0,0.4879435594659299,0.0312499999825377,0.0,0.0,222,0.0001641393442622951,1000.0,-439.4228858635799,2,2.3846529010009687e-08,12.636741026490927,666.7533659934998
nan,nan,456704,0.0,0.45828987431013957,0.031249999708961695,0.0,0.0,223,0.00016352459016393442,1000.0,-487.1128712163076,2,7.981757166841314e-10,13.933077588677406,674.6265711784363
nan,nan,458752,0.0,0.338583297166042,0.031249999697320164,0.0,0.0,224,0.00016290983606557377,1000.0,-443.6265368727945,2,6.751412887511822e-13,22.364680528640747,682.2157173156738
nan,nan,460800,0.0,0.33691152909304944,0.031249999802093954,0.0,0.0,225,0.0001622950819672131,1000.0,-405.68567235284036,2,5.701447331050611e-13,21.046804815530777,689.8829431533813
-286.7919246553104,48.99970096225871,460800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,703.172699213028
nan,nan,462848,0.0,0.38639203682541845,0.031250000011641535,0.0,0.0,226,0.00016168032786885244,1000.0,-448.2679499096188,2,6.107674079712073e-10,17.16332659125328,710.4499032497406
nan,nan,464896,0.0,0.28087453425396236,0.031249999831197785,0.0,0.0,227,0.0001610655737704918,1000.0,-395.7627897625986,2,3.484050561463838e-11,25.042763397097588,718.1792352199554
nan,nan,466944,0.0,0.2376743420260027,0.031249999842839316,0.0,0.0,228,0.00016045081967213114,1000.0,-507.86656772487015,2,4.693680912822929e-13,26.97238271534443,728.768146276474
nan,nan,468992,0.0,0.3179189280606806,0.031249999796273187,0.0,0.0,229,0.00015983606557377049,1000.0,-378.37987575669854,2,5.689741278121317e-13,20.86732057482004,737.3017992973328
nan,nan,471040,0.0,0.40482472896110266,0.03124999992433004,0.0,0.0,230,0.00015922131147540984,1000.0,-426.35207474474237,3,2.650317793940831e-09,17.588364653289318,748.2118542194366
-285.1272922403808,58.99591033107543,471040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,764.2146470546722
nan,nan,473088,0.0,0.40241640359163283,0.03124999989522621,0.0,0.0,231,0.00015860655737704916,1000.0,-403.8466246593974,2,8.017375477161056e-09,14.544507893919945,773.0050890445709
nan,nan,475136,0.0,0.32225087261758745,0.031249999743886293,0.0,0.0,232,0.0001579918032786885,1000.0,-418.2265899347593,2,5.6670720355802445e-09,19.137788555026056,785.570484161377
nan,nan,477184,0.0,0.37684318467509004,0.031249999697320164,0.0,0.0,233,0.00015737704918032785,1000.0,-410.44831698588666,2,5.154060192524846e-10,15.70609064400196,792.0852942466736
nan,nan,479232,0.0,0.20903399784583598,0.031249999813735486,0.0,0.0,234,0.00015676229508196718,1000.0,-391.08851772845105,2,1.4939046422701661e-10,32.85475313067436,799.7864429950714
nan,nan,481280,0.0,0.3856310026952997,0.031250000017462295,0.0,0.0,235,0.00015614754098360653,1000.0,-475.8441912393423,2,1.31115529055004e-08,15.450032575428486,807.3261640071869
-279.4386008783926,93.28293476518166,481280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,820.9172761440277
nan,nan,483328,0.0,0.4034921355429105,0.03124999983701855,0.0,0.0,236,0.00015553278688524587,1000.0,-459.60946921819243,2,9.56501233628522e-10,16.120657955110072,834.0894961357117
nan,nan,485376,0.0,0.3042570251971483,0.031249999796273187,0.0,0.0,237,0.00015491803278688525,1000.0,-507.4729938758381,2,5.93218398225136e-13,24.358855667710305,843.4539332389832
nan,nan,487424,0.0,0.35807869108393786,0.03124999973224476,0.0,0.0,238,0.0001543032786885246,1000.0,-387.0211014108155,2,1.857001285904237e-12,16.71457993686199,851.2736990451813
nan,nan,489472,0.0,0.3798236944479868,0.03125000010477379,0.0,0.0,239,0.00015368852459016395,1000.0,-527.216565525315,2,1.624483431480377e-12,15.128818421065807,860.5407180786133
nan,nan,491520,0.0,0.28603479217272254,0.0312499999825377,0.0,0.0,240,0.00015307377049180327,1000.0,-448.29274228003646,2,3.882469410815124e-12,21.24093077778816,867.9381592273712
-311.1107520173439,75.1317330651171,491520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882.9278981685638
nan,nan,493568,0.0,0.1961613889085129,0.031249999615829437,0.0,0.0,241,0.00015245901639344262,1000.0,-227.25942637926804,2,5.61703080695277e-13,35.82131454348564,890.8896000385284
nan,nan,495616,0.0,0.3251369090052322,0.031249999889405446,0.0,0.0,242,0.00015184426229508194,1000.0,-356.2762047391681,2,4.411867157332014e-08,17.933825398981572,899.1325170993805
nan,nan,497664,0.0,0.29491653440054505,0.03124999992433004,0.0,0.0,243,0.0001512295081967213,1000.0,-434.7385164487076,2,1.5996990900616064e-09,23.520650574564932,906.8961400985718
nan,nan,499712,0.0,0.3803097382420674,0.031249999726423994,0.0,0.0,244,0.00015061475409836064,1000.0,-518.5370398858056,2,1.7282813974743538e-12,17.415673284232618,915.4888219833374
nan,nan,501760,0.0,0.3335145138669759,0.031249999668216333,0.0,0.0,245,0.00015,1000.0,-409.3559805901732,2,4.935702446760609e-13,19.34442127496004,923.2857620716095
-353.84783849363123,86.27573992848451,501760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,936.6011011600494
nan,nan,503808,0.0,0.40980785477440806,0.03124999979045242,0.0,0.0,246,0.00014938524590163934,1000.0,-422.58849112252307,2,7.677578065426035e-08,15.021428288519383,945.6566112041473
nan,nan,505856,0.0,0.27419496930669995,0.031249999889405446,0.0,0.0,247,0.00014877049180327868,1000.0,-394.15503994090324,2,8.791932184587731e-09,26.606977131962775,953.7709572315216
nan,nan,507904,0.0,0.24182380952406674,0.031249999784631655,0.0,0.0,248,0.000148155737704918,1000.0,-487.1844011204247,2,7.174046779912988e-13,26.265029102563858,965.2616109848022
nan,nan,509952,0.0,0.40099490153370426,0.031249999889405446,0.0,0.0,249,0.00014754098360655736,1000.0,-373.4758731198793,2,1.5695829325043942e-09,14.003817002475262,972.637109041214
nan,nan,512000,0.0,0.4396759642288089,0.03125000008731149,0.0,0.0,250,0.0001469262295081967,1000.0,-456.8073204774142,3,9.558518269841193e-09,13.178596092760563,979.7486162185669
-251.21131948424463,70.16536175416373,512000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,992.5137181282043
nan,nan,514048,0.0,0.2851453642360866,0.03124999995343387,0.0,0.0,251,0.00014631147540983605,1000.0,-491.01661103148916,2,1.0064186355203706e-09,29.053125143051147,999.9556202888489
nan,nan,516096,0.0,0.4708850706461817,0.031249999516876414,0.0,0.0,252,0.00014569672131147537,1000.0,-439.6473991810334,2,6.188827678668484e-13,13.090361265093089,1006.9906580448151
nan,nan,518144,0.0,0.29020163966342805,0.031249999889405446,0.0,0.0,253,0.00014508196721311472,1000.0,-490.0199804360352,2,4.576265372116512e-13,25.861688724160196,1014.3194570541382
nan,nan,520192,0.0,0.37745059467852116,0.031249999965075402,0.0,0.0,254,0.0001444672131147541,1000.0,-342.23788421431095,2,5.402376251090342e-13,17.590179796516896,1023.9395332336426
-319.1307369883929,121.0274332569622,520192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1038.960235118866
nan,nan,522240,0.0,0.42948285342426973,0.03124999981955625,0.0,0.0,255,0.00014385245901639345,1000.0,-449.1772482945195,2,1.1291944159790862e-09,12.064417588710786,1047.2679071426392
nan,nan,524288,0.0,0.27118558406364174,0.03124999998835847,0.0,0.0,256,0.00014323770491803277,1000.0,-437.0456047587726,2,2.8474122516824524e-09,23.327766260504724,1054.9984781742096
nan,nan,526336,0.0,0.3406013644533232,0.031249999901046977,0.0,0.0,257,0.00014262295081967212,1000.0,-443.89553422862446,2,1.277133689561315e-10,18.556042233109473,1062.8212349414825
