eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,165888,0.06513380794640397,0.213623046875,0.19794921576976776,0.1884765625,0.19384765625,0.19847412109375,34.41828495264053,0.4411935802549124,81,0.00025081967213114756,1000.0,-325.0072249383512,2,-0.059631503043056,14.028867779672145,245.92760920524597
nan,nan,167936,0.07167395139404106,0.24458007514476776,0.21713867783546448,0.19858399033546448,0.19746093451976776,0.21444091796875,34.44998110532761,0.45267263213172554,82,0.0002502049180327869,1000.0,-283.4409398937147,2,-0.0668415177584393,13.365084327757359,248.16410088539124
nan,nan,169984,0.09217101185713546,0.2803710997104645,0.252685546875,0.2510742247104645,0.24565429985523224,0.2574462890625,34.52116761207581,0.42317380853928627,83,0.0002495901639344262,1000.0,-340.4175457106338,2,-0.05170832548174076,11.275946445763111,250.53378319740295
nan,nan,172032,0.06160987090261187,0.220458984375,0.19609375298023224,0.17031249403953552,0.1630859375,0.18748779296875,34.216654217243196,0.44467797577381135,84,0.00024897540983606555,1000.0,-292.11180353323647,3,-0.06661557691404596,13.843304321169853,252.84103989601135
-248.644545941841,39.871263387618995,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256.62210512161255
nan,nan,174080,0.04992364077479579,0.17827148735523224,0.16000977158546448,0.14306640625,0.14287109673023224,0.1560546875,34.28789056539536,0.48601671517826617,85,0.0002483606557377049,1000.0,-451.1491366628013,2,-0.07559542367234826,22.399737867712975,258.88893008232117
nan,nan,176128,0.05343546853764565,0.18320313096046448,0.171630859375,0.15478515625,0.15229491889476776,0.165478515625,34.306083583831786,0.4594732048455626,86,0.00024774590163934425,1000.0,-388.27387871428175,2,-0.07340148384973873,16.369933274388313,261.22454619407654
nan,nan,178176,0.04754485742887482,0.17050781846046448,0.14960937201976776,0.13266602158546448,0.13437500596046448,0.14678955078125,34.26719423532486,0.48877815064042807,87,0.0002471311475409836,1000.0,-410.6098808986491,2,-0.06088908194506075,21.21860889494419,263.6451950073242
nan,nan,180224,0.0770155212674581,0.25830078125,0.23295898735523224,0.20561523735523224,0.20839843153953552,0.226318359375,34.4224772810936,0.43769661700353024,88,0.00024651639344262295,1000.0,-348.88468203190746,2,-0.06266959210042841,11.721050935983659,265.9298460483551
-211.42530136048453,51.33743152896807,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,269.67552495002747
nan,nan,182272,0.08420722793161986,0.26347655057907104,0.244140625,0.22431640326976776,0.217041015625,0.23724365234375,34.39923193454742,0.4363043702673167,89,0.0002459016393442623,1000.0,-407.6964932653464,2,-0.04504359645507065,11.805246636271477,271.9484350681305
nan,nan,184320,0.05970997136319056,0.21088866889476776,0.19306640326976776,0.16987304389476776,0.170654296875,0.18612060546875,34.318043410778046,0.44414673452265563,90,0.00024528688524590164,1000.0,-316.79103958956455,2,-0.06850680792704225,14.11878865212202,274.27916502952576
nan,nan,186368,0.058029135512333595,0.19873046875,0.18720702826976776,0.1572265625,0.15927734971046448,0.1756103515625,34.39073045253754,0.4606453323271126,91,0.00024467213114754094,1000.0,-297.81343900825016,2,-0.05365374822868034,12.963061347603798,276.73270893096924
